type,value,description,threat_actor,campaign,confidence,source,tags
url,https://ws.onehub.com/files/zgov9aqy,High confidence IOC - Used by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,146.19.143.14,High confidence IOC - Command and Control server used by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,91.235.234.202,High confidence IOC - Command and Control server used by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,85.239.61.97,High confidence IOC - Command and Control server used by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,95.164.32.69,High confidence IOC - Used by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,5.252.23.52,High confidence IOC - Used by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,194.4.50.133,High confidence IOC - Used by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,193.109.120.59,High confidence IOC - Used by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,89.221.225.81,High confidence IOC - IP address used for sending emails by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,45.150.108.198,High confidence IOC - IP address used for sending emails by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,200.200.200.248,High confidence IOC - IP address used for sending emails by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,169.150.227.230,High confidence IOC - IP address used for sending emails by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,169.150.227.205,High confidence IOC - IP address used for sending emails by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,185.248.85.20,High confidence IOC - IP address used for sending emails by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,141.98.252.143,High confidence IOC - IP address used for sending emails by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,31.171.154.54,High confidence IOC - IP address used for sending emails by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,146.70.172.227,High confidence IOC - IP address used for sending emails by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
ipv4,198.54.131.36,High confidence IOC - IP address used for sending emails by MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,73c677dd3b264e7eb80e26e78ac9df1dba30915b5ce3b1bc1c83db52b9c6b30e,Malicious script/file (BugSleep) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,960d4c9e79e751be6cad470e4f8e1d3a2b11f76f47597df8619ae41c96ba5809,Malicious script/file (BugSleep) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,b8703744744555ad841f922995cef5dbca11da22565195d05529f5f9095fbfca,Malicious script/file (BugSleep) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,94278fa01900fdbfb58d2e373895c045c69c01915edc5349cd6f3e5b7130c472,Malicious script/file (BugSleep) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,5df724c220aed7b4878a2a557502a5cefee736406e25ca48ca11a70608f3a1c0,Malicious script/file (BugSleep) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,39da7cc7c627ea4c46f75bcec79e5669236e6b43657dcad099e1b9214527670e,Malicious script/file (RMM MSI) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,c23f17b92b13464a570f737a86c0960d5106868aaa5eac2f2bac573c3314eb0f,Malicious script/file (RMM MSI) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,fb58c54a6d0ed24e85b213f0c487f8df05e421d7b07bd2bece3a925a855be93a,Malicious script/file (RMM MSI) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,7e6b04e17ae273700cef4dc08349af949dbd4d3418159d607529ae31285e18f7,Malicious script/file (RMM MSI) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,ff2ae62ba88e7068fa142bbe67d7b9398e8ae737a43cf36ace1fcf809776c909,Malicious script/file (RMM MSI) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,e2810cca5d4b74e0fe04591743e67da483a053a8b06f3ef4a41bdabee9c48cf7,Malicious script/file (RMM MSI) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,90f94d98386c179a1b98a1f082b0c7487b22403d8d5eb3db6828725d14392ded,Malicious script/file (RMM MSI) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,20aaeac4dbea89b50d011e9becdf51afc1a1a1f254a5f494b80c108fd3c7f61a,Malicious script/file (RMM MSI) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,55af6a90ac8863f27b3fcaa416a0f1e4ff02fb42aa46a7274c6b76aa000aacc2,Malicious script/file (RMM MSI) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,f925d929602c9bae0a879bb54b08f5f387d908d4766506c880c5d29986320cf9,Malicious script/file (RMM MSI) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,424a9c85f97aa1aece9480bd658266c366a60ff1d62c31b87ddc15a1913c10e4,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,c80c8dd7be3ccf18e327355b880afb5a24d5a0596939458fb13319e05c4d43e9,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,c88453178f5f6aaab0cab2e126b0db27b25a5cfe6905914cc430f6f100b7675c,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,31591fcf677a2da2834d2cc99a00ab500918b53900318f6b19ea708eba2b38ab,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,a0968e820bbc5e099efd55143028b1997fd728d923c19af03a1ccec34ce73d9b,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,88788208316a6cf4025dbabbef703f51d77d475dc735bf826b8d4a13bbd6a3ee,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,4064e4bb9a4254948047858301f2b75e276a878321b0cc02710e1738b42548ca,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,e7896ccb82ae35e1ee5949b187839faab0b51221d510b25882bbe711e57c16d2,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,1c0947258ddb608c879333c941f0738a7f279bc14630f2c8877b82b8046acf91,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,8fbd374d4659efdc5b5a57ff4168236aeaab6dae4af6b92d99ac28e05f04e5c1,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,7e14ca8cb7980e85aff4038f489442eace33530fd02e2b9c382a4b6907601bee,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,02060a9ea0d0709e478e2fba6e9b71c1b7315356acc4f64e40802185c4f42f1c,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,53b4a4359757e7f4e83929fba459677e76340cbec7e2e1588bbf70a4df7b0e97,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha256,0ab2b0a2c46d14593fe900e7c9ce5370c9cfbf6927c8adb5812c797a25b7f955,Malicious script/file (Archives) associated with MuddyWater APT group (2023-2024),MuddyWater,2024-09_Campaign,high,,
sha1,76632910CF67697BF5D7285FAE38BFCF438EC082,Fooder launcher - OsUpdater.exe,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;launcher
sha1,1723D5EA7185D2E339FA9529D245DAA5D5C9A932,Blub browser-data stealer - Blub.exe,MuddyWater,2024-09_MuddyViper,high,ESET,blub;stealer
sha1,69B097D8A3205605506E6C1CC3C13B71091CB519,Blub browser-data stealer - Blub.exe,MuddyWater,2024-09_MuddyViper,high,ESET,blub;stealer
sha1,B7A8F09CB5FF8A33653988FFBA585118ACF24C13,Blub browser-data stealer - Blub.exe,MuddyWater,2024-09_MuddyViper,high,ESET,blub;stealer
sha1,B8997526E4781A6A1479690E30072F38E091899D,Blub browser-data stealer - stealer.exe,MuddyWater,2024-09_MuddyViper,high,ESET,blub;stealer
sha1,8E21DE54638A79D8489C59D958B23FE22E90944A,CE-Notes browser-data stealer DLL,MuddyWater,2024-09_MuddyViper,high,ESET,ce-notes;stealer
sha1,CD47420F5CE408D95C98306D78B977CDA0400C8F,CE-Notes browser-data stealer EXE,MuddyWater,2024-09_MuddyViper,high,ESET,ce-notes;stealer
sha1,C1299E8C9A8567A9C292157F3ED65B818AA78900,CE-Notes browser-data stealer - vmsvc.exe,MuddyWater,2024-09_MuddyViper,high,ESET,ce-notes;stealer
sha1,29CDA06701F9A9C0A6791775C3EB70F5B52BBEFF,LP-Notes credential stealer,MuddyWater,2024-09_MuddyViper,high,ESET,lp-notes;stealer
sha1,8F3ED626E7B929450E36E97BA5539C8371DF0EF8,LP-Notes credential stealer,MuddyWater,2024-09_MuddyViper,high,ESET,lp-notes;stealer
sha1,007B5CD6D6ACF972F7743F79E23CAB9BB2ECBEE3,Mimikatz loader - Dsync-es.exe,MuddyWater,2024-09_MuddyViper,high,ESET,mimikatz;loader
sha1,CD36F93DBC4C718930593D8F029EFDCAA52B619B,Fooder loader + HackBrowserData - App_chek.exe,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;hackbrowserdata
sha1,47B70C47BEB33E88B4197D6AF1B768230E51B067,Fooder loader + go-socks5 - steam.exe,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;go-socks5
sha1,D46900D78AE036967E0B37F9EC6A8000131AE604,Fooder loader + go-socks5 - antimage.exe,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;go-socks5
sha1,0657D0B0610618886DDD74C3D0A1D582CDD24863,Fooder + MuddyViper - wtsapi32.dll,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;muddyviper;backdoor
sha1,2939FD218E0145D730BD94AA1C76386A5259EACE,Fooder + MuddyViper - msi.dll,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;muddyviper;backdoor
sha1,3BC6502A55A4D5D29132DA4D9943E154A810CC83,Fooder + MuddyViper - WinWin.exe,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;muddyviper;backdoor
sha1,7950296331802188EB99E232E2C383CB9FDD5D7D,Fooder + MuddyViper - Launcher.exe,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;muddyviper;backdoor
sha1,8580824FE14DB158388102B16C1C79DFBBA36083,Fooder + MuddyViper - Launcher.dll,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;muddyviper;backdoor
sha1,B48B93B4EB69D01588D371356EDE614C5E7378DE,Fooder + MuddyViper - Launcher.exe,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;muddyviper;backdoor
sha1,EA8A1C2382FF765709D7F78EF60482598E4C0DEB,Fooder + MuddyViper - vcruntime140_1.dll,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;muddyviper;backdoor
sha1,EAF4BAFC62170C9FCA1F6B591848883DBF97F93D,Fooder + MuddyViper - Launcher.exe,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;muddyviper;backdoor
sha1,F5EFBA6CCBA5A6AD6C3AFA928C0E5EAA44597411,Fooder + MuddyViper - ncrypt.dll,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;muddyviper;backdoor
sha1,13DA612D75DC5268F5235F5BACE6D8F0DB0091FF,Fooder + MuddyViper - WinWin(persist).exe,MuddyWater,2024-09_MuddyViper,high,ESET,fooder;muddyviper;backdoor
sha1,25361183DE63F296BA71B6FCF0725E022B3C989A,go-socks5 reverse tunnel DLL,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,0E9A4892CFA1C9065B36D8F2E164E28609A8CF5D,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,2B09241CA025BDC4455E9F6BA6009E2F27C08EDF,go-socks5 reverse tunnel - dttcodexgigas.exe,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,2E9BE23CDD8152DB6CD1A54E001C4EA82FF6F1C6,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,45FA7DE711FEA1F8D1E348E87834246C455DD2ED,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,4E0EF2386980639FC5355FD68DAFF54EB2AD622E,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,4E9529BA4A6E42D6278D37E3FDEE9E1D991CEBE0,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,50C6D4A2AD16A231CF11C43F3BBC868D90E20D25,go-socks5 reverse tunnel - re.exe,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,52009F36058337B6401DA0A0F4885A0C185F0520,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,535882B6EDAB29247E035236A84CA510FB1E0854,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,544CE18E4C1F1B288DEE6018DFCF4E4D4A315F7A,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,54EBC125039CC83E4682CA44DD592534562B25C3,go-socks5 reverse tunnel - FMAPP.dll,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,5A08150C1DC17E9F691296F0A577C2EC9BA8028C,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,5D1E61DA8083C41FF1FC23A1222A4A88B43A4E9B,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,6532E0437C8913FA418F1EE258561B15BBEE9052,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,6CA41565844118385B345A39A9B79E0BBC0DD338,go-socks5 reverse tunnel - re.exe,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,6FC50A99AAE1D6C40111632D4F49BD19F9794CF6,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,826CFF5D85713CE4B2F3C15AB53A84E6848D2E2C,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,87ADD79C7C8335447113EE0D413F52AE2B17F066,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,93055115559219BE8441880597C533381B99213B,go-socks5 reverse tunnel - main.exe,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,97C3376AB551E899F347CC9DDF49EA01DB2D7903,go-socks5 reverse tunnel DLL,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,99FAD0862E2E8D363F3E18952FD92E09493CC27D,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,A101CBCCD950AA36FC3B40C3C331FDE43ACDBBD2,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,A227C0A4425E24268B759A740231676A589CA4E6,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,A997A7AAE727D2C12CCE80FE3607317775A4DF3E,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,B0271CA76052EC340014D7BCCDBD69325A4E60F2,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,B0CD4F5DF192BFFE6500E44B80C28505DFD9CA66,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,B16E7D56A8DC0FF6B3AFD797E1EAB22B20DFFB39,go-socks5 reverse tunnel - ESETGO.exe,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,D49979D0063B28BD73390481E6AE642C00CE0791,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,D518F5C648AB64B390A29AA2858219318CFC556A,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,DF223D653F761ED55F9C0774F1DBF545FD741F86,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,DF8FC5213AA11EE445EAD1AAE17A826E7D51A743,go-socks5 reverse tunnel - Revoke.dll,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,E02DD79A8CAED662969F6D5D0792F2CB283116E8,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,E8F4EA3857EF5FDFEC1A2063D707609251F207DB,go-socks5 reverse tunnel - main.exe,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,F26CAE9E79871DF3A47FA61A755DC028C18451FC,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,FF09608790077E1BA52C03D9390E0805189ADAD7,go-socks5 reverse tunnel,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
sha1,A9747A3F58F8F408FECEFC48DB0A18A1CB6DACAE,go-socks5 reverse tunnel - AppVs.exe,MuddyWater,2024-09_MuddyViper,high,ESET,go-socks5;tunnel
ipv4,3.95.7.142,MuddyWater C2 server (Amazon),MuddyWater,2024-09_MuddyViper,high,ESET,c2;aws
ipv4,35.175.224.64,MuddyWater C2 server (Amazon),MuddyWater,2024-09_MuddyViper,high,ESET,c2;aws
ipv4,51.16.209.105,MuddyWater C2 server (Amazon Ireland),MuddyWater,2024-09_MuddyViper,high,ESET,c2;aws
ipv4,62.106.66.112,MuddyWater staging server,MuddyWater,2024-09_MuddyViper,high,ESET,staging
ipv4,157.20.182.45,MuddyWater staging server (Hosterdaddy),MuddyWater,2024-09_MuddyViper,high,ESET,staging
ipv4,161.35.172.55,MuddyWater staging server (DigitalOcean),MuddyWater,2024-09_MuddyViper,high,ESET,staging
ipv4,167.99.224.13,MuddyWater C2 server (DigitalOcean),MuddyWater,2024-09_MuddyViper,high,ESET,c2;digitalocean
ipv4,194.11.246.78,MuddyWater C2 server (HosterDaddy),MuddyWater,2024-09_MuddyViper,high,ESET,c2
ipv4,194.11.246.101,MuddyWater staging and C2 server,MuddyWater,2024-09_MuddyViper,high,ESET,c2;staging
ipv4,206.71.149.51,MuddyWater staging server (BL Networks),MuddyWater,2024-09_MuddyViper,high,ESET,staging
ipv4,212.232.22.136,MuddyWater C2 server (HosterDaddy),MuddyWater,2024-09_MuddyViper,high,ESET,c2
domain,api.tikavodot.co.il,MuddyWater C2 domain,MuddyWater,2024-09_MuddyViper,high,ESET,c2
domain,magicallyday.com,MuddyWater C2 domain,MuddyWater,2024-09_MuddyViper,high,ESET,c2
domain,processplanet.org,MuddyWater staging and C2 domain,MuddyWater,2024-09_MuddyViper,high,ESET,c2;staging
sha256,668dd5b6fb06fe30a98dd59dd802258b45394ccd7cd610f0aaab43d801bf1a1,mononoke.exe (SHA-256),MuddyWater,2025_MuddyWater,high,,
sha256,5ec5a2adaa82a983fcc42ed9f720f4e894652bd7bd1f366826a16ac98bb91839,mononoke.exe (SHA-256),MuddyWater,2025_MuddyWater,high,,
sha256,1883db6de22d98ed00f8719b11de5bf1d02fc206b89fedd6dd0df0e8d40c4c56,sysProcUpdate (SHA-256),MuddyWater,2025_MuddyWater,high,,
sha256,3ac8283916547c50501eed8e7c3a77f0ae8b009c7b72275be8726a5b6ae255e3,sysProcUpdate (SHA-256),MuddyWater,2025_MuddyWater,high,,
sha256,76fa8dca768b64aefedd85f7d0a33c2693b94bdb55f40ced7830561e48e39c75,sysProcUpdate (SHA-256),MuddyWater,2025_MuddyWater,high,,
sha256,3d6f69cc0330b302ddf4701bbc956b8fca683d1c1b3146768dcbce4a1a3932ca,sysProcUpdate (SHA-256),MuddyWater,2025_MuddyWater,high,,
domain,screenai.online,Creation date: 2025-08-17,MuddyWater,2025_MuddyWater,high,,
ipv4,159.198.36.115,Real IP address behind CloudFlare,MuddyWater,2025_MuddyWater,high,,
domain,codefusiontech.org,HTTP_VIP C2 server,MuddyWater,2026-01_Olalampo,high,Group-IB,c2;http_vip;namecheap
