type,value,description,threat_actor,campaign,confidence,source,tags
ipv4,144.76.136.153,,ScatteredSpider,,high,,
ipv4,96.242.13.152,,ScatteredSpider,,high,,
domain,wtfismyip.org,,ScatteredSpider,,high,,
domain,www.aflac-hr.com,,ScatteredSpider,,high,,
ipv4,45.63.52.43,,ScatteredSpider,,high,,
ipv4,149.28.105.251,,ScatteredSpider,,high,,
ipv4,149.28.41.193,,ScatteredSpider,,high,,
ipv4,149.28.66.216,,ScatteredSpider,,high,,
ipv4,45.76.172.113,,ScatteredSpider,,high,,
ipv4,108.61.86.177,,ScatteredSpider,,high,,
ipv4,149.28.80.155,,ScatteredSpider,,high,,
ipv4,162.33.178.245,,ScatteredSpider,,high,,
ipv4,45.63.53.99,,ScatteredSpider,,high,,
ipv4,45.63.54.8,,ScatteredSpider,,high,,
ipv4,45.76.65.42,,ScatteredSpider,,high,,
domain,aflac-hr.com,,ScatteredSpider,,high,,
domain,allstate-hr.com,,ScatteredSpider,,high,,
domain,applesso.com,,ScatteredSpider,,high,,
domain,athene-usa.com,,ScatteredSpider,,high,,
domain,bell-hr.com,,ScatteredSpider,,high,,
domain,bn-sso.com,,ScatteredSpider,,high,,
domain,cellularhr.com,,ScatteredSpider,,high,,
domain,cellularsso.com,,ScatteredSpider,,high,,
domain,connect-sso.com,,ScatteredSpider,,high,,
domain,costsso.com,,ScatteredSpider,,high,,
domain,fireblocks-sso.com,,ScatteredSpider,,high,,
domain,gitlabhr.com,,ScatteredSpider,,high,,
domain,gitlabsso.com,,ScatteredSpider,,high,,
domain,grubhubsso.com,,ScatteredSpider,,high,,
domain,linkedinsso.com,,ScatteredSpider,,high,,
domain,marsh-hr.com,,ScatteredSpider,,high,,
domain,mgmresorts-okta.com,,ScatteredSpider,,high,,
domain,on-sinch.com,,ScatteredSpider,,high,,
domain,privacy.sexy,,ScatteredSpider,,high,,
domain,rbxhr.net,,ScatteredSpider,,high,,
domain,roblox-hrs.com,,ScatteredSpider,,high,,
domain,sec-sso.net,,ScatteredSpider,,high,,
domain,sinchdev.com,,ScatteredSpider,,high,,
domain,square-sso.com,,ScatteredSpider,,high,,
domain,truecorphr.net,,ScatteredSpider,,high,,
domain,uscchr.com,,ScatteredSpider,,high,,
domain,usccplus.com,,ScatteredSpider,,high,,
domain,uscell.net,,ScatteredSpider,,high,,
domain,uscellular-hr.com,,ScatteredSpider,,high,,
domain,uscellularhr.com,,ScatteredSpider,,high,,
domain,usinfo1.net,,ScatteredSpider,,high,,
domain,vz-hr.com,,ScatteredSpider,,high,,
domain,walmartsso.com,,ScatteredSpider,,high,,
domain,walmartworkspace.com,,ScatteredSpider,,high,,
domain,www.truecorphr.net,,ScatteredSpider,,high,,
domain,schedule.mgmresorthotels.com,,ScatteredSpider,,high,,
domain,zendesklt.com,,ScatteredSpider,,high,,
domain,zen-sso.com,,ScatteredSpider,,high,,
domain,victimname-servicedesk.com,,ScatteredSpider,,high,,
domain,victimname-sso.com,,ScatteredSpider,,high,,
domain,victimname-okta.com,,ScatteredSpider,,high,,
ipv4,213.226.123.104,,ScatteredSpider,,high,,
ipv4,45.156.85.140,,ScatteredSpider,,high,,
ipv4,105.101.56.49,,ScatteredSpider,,high,,
ipv4,92.99.114.231,,ScatteredSpider,,high,,
ipv4,193.149.129.177,,ScatteredSpider,,high,,
ipv4,172.96.11.245,,ScatteredSpider,,high,,
ipv4,79.137.196.160,,ScatteredSpider,,high,,
ipv4,105.158.12.236,,ScatteredSpider,,high,,
ipv4,159.223.213.174,,ScatteredSpider,,high,,
ipv4,98.100.141.70,,ScatteredSpider,,high,,
ipv4,82.180.146.31,,ScatteredSpider,,high,,
ipv4,64.190.113.28,,ScatteredSpider,,high,,
ipv4,5.182.37.59,,ScatteredSpider,,high,,
ipv4,45.132.227.211,,ScatteredSpider,,high,,
ipv4,31.222.238.70,,ScatteredSpider,,high,,
ipv4,195.206.105.118,,ScatteredSpider,,high,,
ipv4,193.27.13.184,,ScatteredSpider,,high,,
ipv4,192.166.244.248,,ScatteredSpider,,high,,
ipv4,188.166.117.31,,ScatteredSpider,,high,,
ipv4,188.166.101.65,,ScatteredSpider,,high,,
ipv4,185.247.70.229,,ScatteredSpider,,high,,
ipv4,185.240.244.3,,ScatteredSpider,,high,,
ipv4,185.202.220.65,,ScatteredSpider,,high,,
ipv4,185.202.220.239,,ScatteredSpider,,high,,
ipv4,185.156.46.141,,ScatteredSpider,,high,,
ipv4,180.190.113.87,,ScatteredSpider,,high,,
ipv4,172.98.33.195,,ScatteredSpider,,high,,
ipv4,162.118.200.173,,ScatteredSpider,,high,,
ipv4,152.89.196.111,,ScatteredSpider,,high,,
ipv4,146.70.45.182,,ScatteredSpider,,high,,
ipv4,146.70.45.166,,ScatteredSpider,,high,,
ipv4,146.70.127.42,,ScatteredSpider,,high,,
ipv4,146.70.112.126,,ScatteredSpider,,high,,
ipv4,146.70.107.71,,ScatteredSpider,,high,,
ipv4,136.144.43.81,,ScatteredSpider,,high,,
ipv4,136.144.19.51,,ScatteredSpider,,high,,
ipv4,100.35.70.106,,ScatteredSpider,,high,,
sha256,cce5e2ccb9836e780c6aa075ef8c0aeb8fec61f21bbef9e01bdee025d2892005,,ScatteredSpider,,high,,
sha256,acadf15ec363fe3cc373091cbe879e64f935139363a8e8df18fd9e59317cc918,,ScatteredSpider,,high,,
sha256,982dda5eec52dd54ff6b0b04fd9ba8f4c566534b78f6a46dada624af0316044e,,ScatteredSpider,,high,,
sha256,443dc750c35afc136bfea6db9b5ccbdb6adb63d3585533c0cf55271eddf29f58,,ScatteredSpider,,high,,
sha256,4188736108d2b73b57f63c0b327fb5119f82e94ff2d6cd51e9ad92093023ec93,,ScatteredSpider,,high,,
sha1,ec37d483c3c880fadc8d048c05777a91654e41d3,,ScatteredSpider,,high,,
sha1,d8cb0d5bbeb20e08df8d2e75d7f4e326961f1bf5,,ScatteredSpider,,high,,
sha1,10b9da621a7f38a02fea26256db60364d600df85,,ScatteredSpider,,high,,
sha1,0272b018518fef86767b01a73213716708acbb80,,ScatteredSpider,,high,,
md5,828699b4133acb69d34216dcd0a8376e,,ScatteredSpider,,high,,
md5,6639433341fd787762826b2f5a9cb202,,ScatteredSpider,,high,,
md5,56fd7145224989b92494a32e8fc6f6b6,,ScatteredSpider,,high,,
md5,1e5ad5c2ffffac9d3ab7d179566a7844,,ScatteredSpider,,high,,
ipv4,45.86.200.81,,ScatteredSpider,,high,,
ipv4,45.134.140.177,,ScatteredSpider,,high,,
ipv4,37.19.200.151,,ScatteredSpider,,high,,
ipv4,217.138.198.196,,ScatteredSpider,,high,,
ipv4,146.70.103.228,,ScatteredSpider,,high,,
ipv4,119.93.5.239,,ScatteredSpider,,high,,
ipv4,45.132.227.213,,ScatteredSpider,,high,,
ipv4,37.19.200.155,,ScatteredSpider,,high,,
ipv4,37.19.200.142,,ScatteredSpider,,high,,
ipv4,169.150.203.51,,ScatteredSpider,,high,,
md5,29efd64dd3c7fe1e2b022b7ad73a1ba5,,ScatteredSpider,,high,,
md5,3c5a420aed54867a0fd0d373637595d2,,ScatteredSpider,,high,,
md5,44eee3d7f6d60f3390c68ad3f1cb1b77,,ScatteredSpider,,high,,
md5,4b940893856bbde6c7c587d7e10ec4d1,,ScatteredSpider,,high,,
md5,4bfe8fafe03fe781f75c375bdade54f7,,ScatteredSpider,,high,,
md5,60cf9dfc495e4bd99e31b2b6079f654e,,ScatteredSpider,,high,,
md5,61b13d54c8dda98b7aa13e75abfdbd12,,ScatteredSpider,,high,,
md5,7f4c0d171e104eea3c48e03ade1ec68a,,ScatteredSpider,,high,,
md5,825e125eb34abb8197178ed10d5452d5,,ScatteredSpider,,high,,
md5,adc52a4c68173dce2733dbfe45c5ebe9,,ScatteredSpider,,high,,
md5,bbeb9589a0f406d0d4921df68641ccf1,,ScatteredSpider,,high,,
md5,cc51281a38bdc87a7ad0e4b612181ced,,ScatteredSpider,,high,,
md5,d2848456bc6fc3bdccf6998befeced4b,,ScatteredSpider,,high,,
sha1,1c939f39a93aa425f857f76a8072ef0e43153ed0,,ScatteredSpider,,high,,
sha1,48579f02785e022db5d31c229be8b9a098134d95,,ScatteredSpider,,high,,
sha1,6f464abe5f9591b3786f21ef911fc6cd1f717131,,ScatteredSpider,,high,,
sha1,9d966e90c1c6bc7100e9b089fe6c8ce52a6b379c,,ScatteredSpider,,high,,
sha1,a9ed0ca8e08cf1e7569fcda769351850c748d681,,ScatteredSpider,,high,,
sha1,b2cfe7344875528ce6bf64719c7eadadffb3e567,,ScatteredSpider,,high,,
sha1,b6da15fb313b3c7d66923f6144bac69aa19e74d1,,ScatteredSpider,,high,,
sha1,bd53bd285071966d8799e5d9ceaa84a0b058a4fb,,ScatteredSpider,,high,,
sha1,c219e7bee1cb92e2026a81ac333cd6f439a077b2,,ScatteredSpider,,high,,
sha1,d278d06db4e1b8a6379308a797c0304676a30e10,,ScatteredSpider,,high,,
sha1,d34043b44a7405e1359ef5f4dbebd09f324d9645,,ScatteredSpider,,high,,
sha1,e3b6ea8c46fa831cec6f235a5cf48b38a4ae8d69,,ScatteredSpider,,high,,
sha1,eb410e312adadda3a3d13c608b8bb5ef7ecb812c,,ScatteredSpider,,high,,
sha256,140bcad5397858a7fa35a79dba4cd83decd4ae2927a22983218b3a0efebd8b9e,,ScatteredSpider,,high,,
sha256,1c2fbab9c849db1e8d8f26d217a7434aad3cab45b6f3c6c2de81b548220779fd,,ScatteredSpider,,high,,
sha256,20529bcdc538cc28303300bab95b9daeb07264cf7ccdef837f87e26ea2a4f23f,,ScatteredSpider,,high,,
sha256,234f8d70d92dde7d8f5edee2d3b3152214ef0b86c8e7c30274371fa9880243e6,,ScatteredSpider,,high,,
sha256,243e1d202848ae99d8ee7a13f08316a8f0d37db93379df2fcbae7ff82754d89e,,ScatteredSpider,,high,,
sha256,25e6fef0dce4e0f6260442b164ce7305561223429771b96f7448db8f337955cb,,ScatteredSpider,,high,,
sha256,61c0810a23580cf492a6ba4f7654566108331e7a4134c968c2d6a05261b2d8a1,,ScatteredSpider,,high,,
sha256,84d33d77ea225839f0f2e473e20108e77f8a3e2a125eac844dc85116ef9792f5,,ScatteredSpider,,high,,
sha256,85ba48604d680d2786f485d70a6892dcf059c646e28b0a9befe530f9e3e459a5,,ScatteredSpider,,high,,
sha256,b6bb576e3dd58f09218cf455d94e4db253af5f244f70f88abd78af0dc29c1246,,ScatteredSpider,,high,,
sha256,bfa3cf521eefaaecc5d54028b3c12ea571033d4fe98e94d0031912b55071357b,,ScatteredSpider,,high,,
sha256,c97641412ba384933dae4d4de377bc57bd0c9cd6d17b52a9a38c7c9a6eadd64c,,ScatteredSpider,,high,,
sha256,da8c1976b9756cfb9afdcb4eaca193f411f96cee65835a87b3efb3423b33810b,,ScatteredSpider,,high,,
sha256,df1f54952d918b1ddabf543ac50c2dafbca7aad2e5681824c0d1a44416da9c1d,,ScatteredSpider,,high,,
sha256,e616846973de11765207dddbdf7712a74b2d804a08b65badb47f9ef09a640d4f,,ScatteredSpider,,high,,
sha256,e7e8a15588225ae93f2ebc91769352de0d48bfdcfcb93718e66119eb23dee976,,ScatteredSpider,,high,,
sha256,f51166cf076d96c47b5c2ba22e65903b21e4d6735e585e1c51f796108a0a54f9,,ScatteredSpider,,high,,
ipv4,162.33.179.114,,ScatteredSpider,,high,,
ipv4,193.149.187.213,,ScatteredSpider,,high,,
ipv4,206.188.196.78,,ScatteredSpider,,high,,
ipv4,45.154.138.39,,ScatteredSpider,,high,,
ipv4,47.154.86.24,,ScatteredSpider,,high,,
ipv4,67.216.143.42,,ScatteredSpider,,high,,
