type,value,description,threat_actor,campaign,confidence,source,tags
cve,CVE-2024-21887,,SideWinder,,high,,
cve,CVE-2023-46805,,SideWinder,,high,,
cve,CVE-2021-44228,,SideWinder,,high,,
md5,0e9a872844e912b057ebec6af011a2e7,,SideWinder,,high,,
md5,17ccf24c4e09b1bc7ce5c0eb637a4edd,,SideWinder,,high,,
md5,3de1efa51c4670610380ebf87725e5b8,,SideWinder,,high,,
md5,3df009405c2226fa5047de4caff3b927,,SideWinder,,high,,
md5,5aa544b5c1432710b80aa315beef5b7d,,SideWinder,,high,,
md5,7651ed2c924d612686b4b5e6b4da0b96,,SideWinder,,high,,
md5,d1a7c83958cb714319fbf01f96a89504,,SideWinder,,high,,
sha1,c6effe7fcd87f643aebc427e127dd7b00865eafd,,SideWinder,,high,,
sha256,94f24a4b26e3952c42d626fd8cb3c7e627485de5ed6a5338664d4689ef083da2,,SideWinder,,high,,
domain,register.srvapp.co,,SideWinder,,high,,
sha256,d3bf492b656ca32223e5eea46a0122a45b967f38bf7af3eea2fa6259e9d5a46f,,SideWinder,,high,,
sha256,e089dc65af44ff334304e52c29755c96460691d93cfd4e4ab75f75bc6078993e,,SideWinder,,high,,
sha256,c17cbe229e743df8993b96f2887393b2565ae355f3ba61d09c901e552e7ee4d1,,SideWinder,,high,,
sha256,42b828e187e4b7f1ca5d774553c8b85c1fed204a2a5a8c50fd4c7e9a491fb118,,SideWinder,,high,,
sha256,8a1c9a28ba0c74bafd71705aa12128831d66bbae06536a81d680cd207e740a65,,SideWinder,,high,,
sha256,8c02b7e53d405d73951ebf9f885a983a626a5995375b51e6f000621a8c482db1,,SideWinder,,high,,
sha256,fedc3b7cdb07f7b6f5a6bc85720528057297282bfae7960b3d33001ab34a51d6,,SideWinder,,high,,
sha256,30f2bffeab30f3cec68e8593f5afab6481beee2f947c9cf52ec5c9325ff2cf44,,SideWinder,,high,,
sha256,23882c9f2c1509b4cea69e3943d412ef2bbe0bbb129ffacd84414e393c997725,,SideWinder,,high,,
sha256,08640338e290bc92467c94559633f427bf1d2b097bb047858e53c356fb07cbf8,,SideWinder,,high,,
sha256,9d505af49ef6a95ec46536aaa8186e8839df00c73929e73b5468ec17435c462b,,SideWinder,,high,,
sha256,442ce600ae47b91f72767c307eca07a4c96f9425019dabfe22624dac56372e34,,SideWinder,,high,,
ipv4,45.138.172.23,,SideWinder,,high,,
md5,c9f8addb927c3b96aee6a9f671a1f801,,SideWinder,,high,,
sha1,4421f214c91a08ac0318871c6f918cfffe36d039,,SideWinder,,high,,
sha1,64a889e35b10a902170abe092c6c6b8f16c66dd1,,SideWinder,,high,,
sha1,a74f9baa1791476c489942dd9e24c8c6fd0822cd,,SideWinder,,high,,
domain,cloud-apt.net,,SideWinder,,high,,
domain,pakgov.net,,SideWinder,,high,,
domain,api.vpn-secure.co,,SideWinder,,high,,
domain,as.pakmarines.com,,SideWinder,,high,,
domain,askari.bitlyy.me,,SideWinder,,high,,
domain,askaribank.bitlyy.me,,SideWinder,,high,,
domain,bangladeshmarineacademylibrary.ppinewsagency.live,,SideWinder,,high,,
domain,bb.kdf-mail.com,,SideWinder,,high,,
domain,china.bbcnew.cn,,SideWinder,,high,,
domain,covid.bbcnew.cn,,SideWinder,,high,,
domain,covid.pakgov.net,,SideWinder,,high,,
domain,covid.pkrepublic.org,,SideWinder,,high,,
domain,csd.bitlyy.me,,SideWinder,,high,,
domain,csd.pakgov.net,,SideWinder,,high,,
domain,dasds.pak-gov.com,,SideWinder,,high,,
domain,dasdsadsa.pak-gov.com,,SideWinder,,high,,
domain,dawn.pakgov.org,,SideWinder,,high,,
domain,defencelk.cvix.live,,SideWinder,,high,,
domain,dgmp-paknavy.mod-pk.com,,SideWinder,,high,,
domain,dgpr.paknvay-pk.net,,SideWinder,,high,,
domain,dha.pakgov.org,,SideWinder,,high,,
domain,dsadsa.pakmarines.com,,SideWinder,,high,,
domain,dsasa.cr20g.org,,SideWinder,,high,,
domain,faujifoundation.bitlyy.me,,SideWinder,,high,,
domain,fbr.pak-web.com,,SideWinder,,high,,
domain,fdscv.tin-url.com,,SideWinder,,high,,
domain,finance.govpk-mail.net,,SideWinder,,high,,
domain,finance.pakgov.net,,SideWinder,,high,,
domain,financial.pakgov.net,,SideWinder,,high,,
domain,flix.pakgov.net,,SideWinder,,high,,
domain,hajj.pakgov.net,,SideWinder,,high,,
domain,hajjplanner.bitlyy.me,,SideWinder,,high,,
domain,hajjplanner.tin-url.com,,SideWinder,,high,,
domain,hbl.pakgov.org,,SideWinder,,high,,
domain,hpupdate.csd-pk.co,,SideWinder,,high,,
domain,ibn.cdn-pak.net,,SideWinder,,high,,
domain,independenceday.pafwa.info,,SideWinder,,high,,
domain,islamabadclub.docuserve.ltd,,SideWinder,,high,,
domain,islamicfinder.bitlyy.me,,SideWinder,,high,,
domain,ji.pakgov.net,,SideWinder,,high,,
domain,jp.pkrepublic.org,,SideWinder,,high,,
domain,karachishipyard.krlwin.org,,SideWinder,,high,,
domain,ltd.cdn-pak.net,,SideWinder,,high,,
domain,luckydraw.csd-pk.co,,SideWinder,,high,,
domain,mail.paf-gov.net,,SideWinder,,high,,
domain,mail.pak-gov.com,,SideWinder,,high,,
domain,mailmofagovpk.cdn-pak.net,,SideWinder,,high,,
domain,mailoutlookcom.cvix.live,,SideWinder,,high,,
domain,maritimepakistan.kpt-pk.net,,SideWinder,,high,,
domain,meet.kdf-mail.com,,SideWinder,,high,,
domain,min.tin-url.com,,SideWinder,,high,,
domain,ministryofinterior.fileserve.work,,SideWinder,,high,,
domain,mofa-gov-pk.fdn-trace.net,,SideWinder,,high,,
domain,mofa.iugur.live,,SideWinder,,high,,
domain,mofa.paknvay-pk.net,,SideWinder,,high,,
domain,nadra.pakgov.net,,SideWinder,,high,,
domain,ncoc.pakgov.net,,SideWinder,,high,,
domain,news.bitlyy.me,,SideWinder,,high,,
domain,news.dawnpk.org,,SideWinder,,high,,
domain,news.kdf-mail.com,,SideWinder,,high,,
domain,news.pakgov.org,,SideWinder,,high,,
domain,news.pkrepublic.org,,SideWinder,,high,,
domain,nhsrc.pakgov.net,,SideWinder,,high,,
domain,niims.pakgov.org,,SideWinder,,high,,
domain,paf.gov-mail.net,,SideWinder,,high,,
domain,pafroa.pak-gov.com,,SideWinder,,high,,
domain,paknavy.edu-cx.org,,SideWinder,,high,,
domain,pk.kdf-mail.com,,SideWinder,,high,,
domain,pkflix.bitlyy.me,,SideWinder,,high,,
domain,pkflix.tin-url.com,,SideWinder,,high,,
domain,pqa.gov.pakmarines.com,,SideWinder,,high,,
domain,pt.pakgov.net,,SideWinder,,high,,
domain,sbp.pakgov.org,,SideWinder,,high,,
domain,sec-vpn.bitlyy.me,,SideWinder,,high,,
domain,secp.pakgov.org,,SideWinder,,high,,
domain,secure.tin-url.com,,SideWinder,,high,,
domain,shoprex.bitlyy.me,,SideWinder,,high,,
domain,smstest.kdf-mail.com,,SideWinder,,high,,
domain,sppc.moma-pk.org,,SideWinder,,high,,
domain,srilankanavy.ksew.org,,SideWinder,,high,,
domain,t.bitlyy.me,,SideWinder,,high,,
domain,telemart.bitlyy.me,,SideWinder,,high,,
domain,ubl.pakgov.org,,SideWinder,,high,,
domain,vim.kdf-mail.com,,SideWinder,,high,,
domain,vpn.pakgov.net,,SideWinder,,high,,
domain,vpn.tin-url.com,,SideWinder,,high,,
domain,wsde.pakgov.net,,SideWinder,,high,,
domain,wsed.pkrepublic.org,,SideWinder,,high,,
domain,ww2.pakgov.net,,SideWinder,,high,,
domain,xyz.kdf-mail.com,,SideWinder,,high,,
sha256,33da0540c8df2e9df4edb7293efb65781a3d10c6f5ff5763e654692c9639d5cc,,SideWinder,,high,,
domain,solutionconect.online,,SideWinder,,high,,
domain,science-news.live,,SideWinder,,high,,
domain,news-spot.xyz,,SideWinder,,high,,
domain,news-spot.live,,SideWinder,,high,,
domain,news-reporter.xyz,,SideWinder,,high,,
domain,main.download,,SideWinder,,high,,
domain,kpt-pk.net,,SideWinder,,high,,
domain,correomindefensagobvemyspace.com,,SideWinder,,high,,
ipv4,85.206.175.201,,SideWinder,,high,,
sha256,faff45f233966452f54cfbf8c4c8072d1d919484f34b119bea1027a615c87907,,SideWinder,,high,,
sha256,f765b0b6e4a34eb95c6f0ddf058bc88d5ef9ec2b11a5f3504d1673f4f69aceca,,SideWinder,,high,,
sha256,ebbcc2075fcb0ba18d43475b8454c51b35bb65e1ed323b657ea7d9651e98074d,,SideWinder,,high,,
sha256,e8bb67e80203e1996c4098d83667998e7641194347ca6ec52070b58f5d3d2254,,SideWinder,,high,,
sha256,e60ea877d008e61cb625b4f8b2d712ce9289892f7e799dbb1030301e2db4b0ac,,SideWinder,,high,,
sha256,e3d375744e9e03c6248cc1c4770c57dedde36f4e2ee1a3e4f04e7218ff568354,,SideWinder,,high,,
sha256,e3718adaca6eafeba6ff171669210cb55a3b8babf3b78072cc513273b99a7639,,SideWinder,,high,,
sha256,e2c67e495166be1b97134e67b2326e1b800d3d4d8dba4bc61fd3f8eb3a92d612,,SideWinder,,high,,
sha256,e27f75c4e4e74bff20270ec0f2bd41a4b54c121bcb811451a67c831dba1e4c03,,SideWinder,,high,,
sha256,da81697353fe3238920a8c2c4cbbf25a298b3e3414f988ece0cf7afb73e3e0a5,,SideWinder,,high,,
sha256,d39fd8ddc0d4128d2bb52a1bc11254f0b6bb2533d94f1f386bd5b3e7455fbee2,,SideWinder,,high,,
sha256,caac5087528dde6839481133737de12af973080184b2aa0b2eb35af88875adbb,,SideWinder,,high,,
sha256,ca4182fbaf3f02d9b428f7e851d5a679d6dcfceafabb245cff155b48d9c09307,,SideWinder,,high,,
sha256,c6c794348d17d40c544487154ca72e8e6199b670f804ee25d7bcd9ff884d67b1,,SideWinder,,high,,
sha256,bebfa50ee48f0b77669ea57dee695d2f6a8b9956649c6bb94e350c92670a5a95,,SideWinder,,high,,
sha256,bb4b04eff1b5154d23b2636fc55222e4f27c654777f348edee47c920e457835e,,SideWinder,,high,,
sha256,b9bf3e9725696331916e32e5936111e1166867b1d2d3ab05e46b9fff8679cf8f,,SideWinder,,high,,
sha256,b668c7308223885f7875b02de2c924bb4456ff2040129c71ae5853a63f824f16,,SideWinder,,high,,
sha256,a9f9e5a30cc858dc135ec428cdd68cb06143732e5c62c4dc4b359c8abc11d74b,,SideWinder,,high,,
sha256,a8829144273332032b5527e41a22cce7f8473206bb22e22c479bfc0b38c80d9b,,SideWinder,,high,,
sha256,a5f0af1124f7abf06e712a2bfb4f1104ee0df179343020577959339617db69b3,,SideWinder,,high,,
sha256,a26751cde843d44506ccece87d6347ede5071703bfd63fb12f8982eae7aaf3dd,,SideWinder,,high,,
sha256,96b33df5720901b4f2fc6fb810b6eca994fb8b2ff0edc0aa456195a7c9115615,,SideWinder,,high,,
sha256,964f04355d636c596e9b622f589d87c5818aa0ac9666012ed62b7819d2220c7a,,SideWinder,,high,,
sha256,91100c15dbd7ce47fc8598ef621181916080860f8f6c5663dc232e3843216cd2,,SideWinder,,high,,
sha256,907ccb541d0066d36701310e86e1d2b61448178d1d36f6748af0b3163ca273ac,,SideWinder,,high,,
sha256,8e1360cc27e95fc47924d9ba3ef84cb8fa9e142cfd16e1503c5277d0c16ae241,,SideWinder,,high,,
sha256,7ea7cae7dd6353831359179f4834ac4c2e9022659e205ca8506f372aad63f629,,SideWinder,,high,,
sha256,7115580f8235a0bbce61e8af79c3ed5cbe46900912eb0765ccaee82213a9275e,,SideWinder,,high,,
sha256,65e48c986d185d156999adc762d7bff84ddbf44851419d66c2985a2ccc2e072d,,SideWinder,,high,,
sha256,4d05bef5407ca33b133ff9ca7f1686bc2200e0a3c3af8eec3a164cd86861532b,,SideWinder,,high,,
sha256,4c22116b68732f8fe9e2fb5e56e9ff798f30805f9008e4f7a4be1e1c830162b8,,SideWinder,,high,,
sha256,431900772fde6905031b35077072d694d957b0ce27c3592e10686558843d8b8d,,SideWinder,,high,,
sha256,39f9774c56090341cc31590e4b33d8e1c8d2343f9981986a9173452b2e5fae18,,SideWinder,,high,,
sha256,307ec761e0ebe342b73e48fc024624ecda61855c1782bf9d6270abfda5d985a8,,SideWinder,,high,,
sha256,221292a9f77f1a16fa0a7ed41b0eedbd312475dd9a5104c7923ed7889ea0f292,,SideWinder,,high,,
sha256,1649b9bb8f5979a5e14dd3f16e1279599b878f09be258962727464e88372ceb2,,SideWinder,,high,,
sha256,10ac0884f1b53c3f42d97fd78b17af7ea4397cb6d0222b357c8180733f8165e6,,SideWinder,,high,,
sha256,0e06aa02a69b8efc5c38753849e325c920aaae90c17f50f602257041589ad366,,SideWinder,,high,,
sha256,0a43911679e3ad25638d04d1f4b000a4be9ba8f93aa46b7860f9309991d18df8,,SideWinder,,high,,
sha256,029e41b95553b0d2e6254a52b78630652ce11edeac12d54bca38e9e25b2420d8,,SideWinder,,high,,
sha1,fd905520c6868fc9d75617ac000c6a9e1fb81ab6,,SideWinder,,high,,
sha1,fc70daab1dd2732d1bf32cc4078282521acf74af,,SideWinder,,high,,
sha1,ebdec120fbbdbff28ebd6accc85d05f7ccabf461,,SideWinder,,high,,
sha1,db4f1de27f41a0514b4cc92ab36c945fdff8c94f,,SideWinder,,high,,
sha1,d65b0cbc3fab280d20c9c60e769e62041f3dd9b9,,SideWinder,,high,,
sha1,b4c12b7e797dddc2620ac953ad36fc168a59fb15,,SideWinder,,high,,
sha1,afb677074d6e9549e21f8750c7b61521960ade25,,SideWinder,,high,,
sha1,adf0479481869f31d9e691cec3dc96689dc5bee9,,SideWinder,,high,,
sha1,ad424730f19ca4276e39c5c3be7b72adf00c1452,,SideWinder,,high,,
sha1,947eaf672745ca10a5c8ad8241f98e44a479d997,,SideWinder,,high,,
sha1,9356b5d7c21b0e78b2ed64089e1b215908016415,,SideWinder,,high,,
sha1,8a76768553b4287824e781a65977525ea51929ce,,SideWinder,,high,,
sha1,75b811ed815d4b5e715d20202e5b7d768d0a2141,,SideWinder,,high,,
sha1,6961724417d2a011b65dcdbe2dfec8f75bf76b3f,,SideWinder,,high,,
sha1,6811b418c052baec7e74260e36e6e3cd34b202b0,,SideWinder,,high,,
sha1,6685758b4ddf8673c5c37c44209ebf18145fba91,,SideWinder,,high,,
sha1,65d71aeb49544eb2f91816800b18f112603c4ca3,,SideWinder,,high,,
sha1,5ecc73eedb0a7cee962371ee8b70b54b128664a5,,SideWinder,,high,,
sha1,4ad54a5819ebdde461309284962392064bee1c59,,SideWinder,,high,,
sha1,4900ce4dbad498ed8245bbc5c1abadbf89180032,,SideWinder,,high,,
sha1,4572caa439574a7ad9c9cd62fdcf017f31e5b465,,SideWinder,,high,,
sha1,3456140ec050a0c1a6214d9ac73306d163392c54,,SideWinder,,high,,
sha1,1989b32f06e41d5ebab7f60973482691f04053ca,,SideWinder,,high,,
sha1,08fd3f4cdcb6e4c3cb28935c41781e5fe84bf0c6,,SideWinder,,high,,
md5,f9fd9e32cb04c4fc93e65f48562ecad3,,SideWinder,,high,,
md5,f72768f352994ecce3b9e5109fe93eec,,SideWinder,,high,,
md5,f3b395661cc663c1baad41b439622071,,SideWinder,,high,,
md5,e03c7e3e8957ede592de07d3dca247b7,,SideWinder,,high,,
md5,d962dd55fde800d972a156f5c63a6243,,SideWinder,,high,,
md5,ce186cda677f0120cfdb308803b8e8d8,,SideWinder,,high,,
md5,c41ffcbd933039bb6981d05b4c4c673e,,SideWinder,,high,,
md5,bbc955b1289b4f90fdfb8906606597e9,,SideWinder,,high,,
md5,a5dbfd729b6fd64a6c4fd77a3e356989,,SideWinder,,high,,
md5,a5cdd225208381e2ecc6d820dce5c8b8,,SideWinder,,high,,
md5,9fcad8f97eeae10f7a222eca94cb9a5f,,SideWinder,,high,,
md5,9fb86915db1b7c00f1a4587de4e052de,,SideWinder,,high,,
md5,8d51fbb90ad5942cd1a5a6534bd9d1d7,,SideWinder,,high,,
md5,85ca334f87667bd7fa0c47ae6149353e,,SideWinder,,high,,
md5,8044dc6078b003698d6e1cbbd22a9ea6,,SideWinder,,high,,
md5,73bddd5f1a0847ae5f5d55e7d9c177f6,,SideWinder,,high,,
md5,6d24fa95eb6cb3787024a842b0187988,,SideWinder,,high,,
md5,6aeca48c9090b301b3fdf9da4382c882,,SideWinder,,high,,
md5,5916e5189ef0050dfcc3cc19382d08d5,,SideWinder,,high,,
md5,53542ec51daf61fba2d26fe91b7d701f,,SideWinder,,high,,
md5,37fe608983d4b06a5549247f0e16bc11,,SideWinder,,high,,
md5,2bc2abefc1a721908bc805894b62227d,,SideWinder,,high,,
md5,2adef8c6699b0791a7636e8071e434fa,,SideWinder,,high,,
md5,23d174e6a0905fd59b2613d5ac106261,,SideWinder,,high,,
md5,214011a0d57b1d8238532be4f6414f58,,SideWinder,,high,,
md5,1c444ebeba24dcba8628b7dfe5fec7c6,,SideWinder,,high,,
md5,1a5489147a888c4f5f32e97ffcb01733,,SideWinder,,high,,
md5,13814a190f61b36aff24d6aa1de56fe2,,SideWinder,,high,,
cve,CVE-2017-11882,,SideWinder,,high,,
sha256,ff046f30ea1da5d318db91ad4ce74423be289335642bdebe31f98b8bf217726d,,SideWinder,,high,,
sha256,d41fb37b5f32eb817801156d04df1384a2b9ad77deb6974ac73d212710e4f551,,SideWinder,,high,,
sha256,d0ac165c22d01bd7864c1878d4c8ace83036b629e2121d14ebf118d8b8658fce,,SideWinder,,high,,
sha256,ba73116c7cf6faf3aa97b497cf7472b2a115a3b5ad7ad85f7919ff81a1ff2b9a,,SideWinder,,high,,
sha256,5f0e0f0abc28ccc1911533fd035e984b4183eb9838bb41c1f6589de84a617ca6,,SideWinder,,high,,
sha256,4181463d331dd7dd44bb170435f8f8f0ec2f6c4624e05332b19460365926ea23,,SideWinder,,high,,
sha1,da2e2645660a5ef0f69058a2b5f7d608f519b66e,,SideWinder,,high,,
sha1,b6c2f7ba948bbcbec70a223e14afa3221bd7844a,,SideWinder,,high,,
sha1,a99c3289c74d80a56f097d71005c5f32169cd16c,,SideWinder,,high,,
sha1,8f6a891d5de2afefc2c9c6ce2747fe6daedaefeb,,SideWinder,,high,,
sha1,5a0f97b4aa465f64e6d8f640c2ccb36b400fc68c,,SideWinder,,high,,
sha1,1856532acc50f6d23cd6ef6863580d51fca9b3b3,,SideWinder,,high,,
sha1,0bc47b1044d1c795ab6cb9d51003e13ade567c6d,,SideWinder,,high,,
md5,f8c29040122cf892190bcf3665975d2f,,SideWinder,,high,,
md5,d79687676d2d152aec4143c852bdbc4a,,SideWinder,,high,,
md5,bcb465cc2257e5777bab431690ca5039,,SideWinder,,high,,
md5,a437f997d45bc14e76d0f2482f572a34,,SideWinder,,high,,
md5,8b01dec07856a67db0e0d849bc84fd9e,,SideWinder,,high,,
md5,8199f14502e80581000bd5b3bda250ee,,SideWinder,,high,,
md5,37a1514a7a5f9b2c6786096129a30721,,SideWinder,,high,,
sha256,ed09da9d48afe918f9c7f72fe4466167e2f127a28a7641ba80d6165e82f48431,,SideWinder,,high,,
sha1,c66d5875b5db70aad23c868449c3cabbf5d90d0f,,SideWinder,,high,,
md5,14d3040db6d97f13250c438e2acb64ac,,SideWinder,,high,,
domain,cyberclub.one,,SideWinder,,high,,
ipv4,185.243.112.136,,SideWinder,,high,,
ipv4,104.249.26.60,,SideWinder,,high,,
domain,www.dawnpk.org,,SideWinder,,high,,
domain,www.dha.pakgov.org,,SideWinder,,high,,
domain,www.fauji.org.pk,,SideWinder,,high,,
ipv4,94.158.245.188,,SideWinder,,high,,
ipv4,94.158.245.204,,SideWinder,,high,,
ipv4,94.158.245.67,,SideWinder,,high,,
ipv4,46.30.189.247,,SideWinder,,high,,
ipv4,94.158.245.66,,SideWinder,,high,,
ipv4,103.199.16.131,,SideWinder,,high,,
ipv4,103.199.16.30,,SideWinder,,high,,
ipv4,103.199.17.124,,SideWinder,,high,,
ipv4,104.128.189.34,,SideWinder,,high,,
ipv4,134.255.235.156,,SideWinder,,high,,
ipv4,185.163.45.46,,SideWinder,,high,,
ipv4,185.163.45.6,,SideWinder,,high,,
ipv4,185.163.47.254,,SideWinder,,high,,
ipv4,185.225.19.142,,SideWinder,,high,,
ipv4,185.243.112.90,,SideWinder,,high,,
ipv4,185.243.115.154,,SideWinder,,high,,
ipv4,185.248.100.149,,SideWinder,,high,,
ipv4,194.180.174.223,,SideWinder,,high,,
ipv4,194.180.191.8,,SideWinder,,high,,
ipv4,213.170.133.173,,SideWinder,,high,,
ipv4,213.170.133.190,,SideWinder,,high,,
ipv4,45.131.66.28,,SideWinder,,high,,
ipv4,2.56.245.21,,SideWinder,,high,,
ipv4,193.19.119.141,,SideWinder,,high,,
ipv4,185.225.19.92,,SideWinder,,high,,
ipv4,185.225.17.46,,SideWinder,,high,,
ipv4,185.225.17.227,,SideWinder,,high,,
ipv4,185.163.45.92,,SideWinder,,high,,
ipv4,185.163.45.63,,SideWinder,,high,,
ipv4,185.163.45.42,,SideWinder,,high,,
ipv4,185.163.45.140,,SideWinder,,high,,
ipv4,94.158.245.32,,SideWinder,,high,,
ipv4,5.181.156.107,,SideWinder,,high,,
ipv4,45.89.127.240,,SideWinder,,high,,
ipv4,185.225.17.85,,SideWinder,,high,,
ipv4,185.158.114.118,,SideWinder,,high,,
ipv4,45.147.228.127,,SideWinder,,high,,
ipv4,45.155.173.197,,SideWinder,,high,,
ipv4,45.159.48.19,,SideWinder,,high,,
ipv4,45.159.48.193,,SideWinder,,high,,
ipv4,45.159.48.22,,SideWinder,,high,,
ipv4,45.86.162.75,,SideWinder,,high,,
ipv4,45.86.163.115,,SideWinder,,high,,
ipv4,45.86.163.49,,SideWinder,,high,,
ipv4,45.89.127.244,,SideWinder,,high,,
ipv4,46.30.188.169,,SideWinder,,high,,
ipv4,5.181.156.244,,SideWinder,,high,,
ipv4,5.182.206.168,,SideWinder,,high,,
ipv4,5.252.178.129,,SideWinder,,high,,
ipv4,5.252.179.18,,SideWinder,,high,,
ipv4,5.252.179.197,,SideWinder,,high,,
ipv4,5.252.195.27,,SideWinder,,high,,
ipv4,5.252.195.55,,SideWinder,,high,,
ipv4,83.171.239.231,,SideWinder,,high,,
ipv4,91.200.103.211,,SideWinder,,high,,
ipv4,96.9.211.156,,SideWinder,,high,,
ipv4,96.9.211.165,,SideWinder,,high,,
domain,barakatravel.net,,SideWinder,,high,,
domain,adssda.cr20g.org,,SideWinder,,high,,
domain,applicants.fauji.org.pk,,SideWinder,,high,,
domain,behr.ppinewsagency.live,,SideWinder,,high,,
domain,bit.tin-url.com,,SideWinder,,high,,
domain,cabinet-gov-pk.ministry-pk.net,,SideWinder,,high,,
domain,careitservices.paknvay-pk.net,,SideWinder,,high,,
domain,cmm.int-secure.org,,SideWinder,,high,,
domain,cnmm.int-secure.org,,SideWinder,,high,,
domain,covid19.mohp-gov.org,,SideWinder,,high,,
ipv4,5.252.195.161,,SideWinder,,high,,
domain,pmaesa.bahariafoundation.org,,SideWinder,,high,,
ipv4,45.89.127.246,,SideWinder,,high,,
